source_table,temperature_k,pressure_gpa,log10_fugacity
Table S4,1600.0,12.0,-7.02479051659566
Table S4,1600.0,13.0,-6.7003135819597
Table S4,1600.0,14.0,-6.37745084380837
Table S4,1600.0,15.0,-6.05618699158081
Table S4,1600.0,16.0,-5.73650507780935
Table S4,1600.0,17.0,-5.41838692414946
Table S4,1600.0,18.0,-5.10181344541693
Table S4,1600.0,19.0,-4.78676490903357
Table S4,1600.0,20.0,-4.47322114326028
Table S4,1600.0,21.0,-4.16116170458824
Table S4,1600.0,22.0,-3.85056601238863
Table S4,1600.0,23.0,-3.54141345719173
Table S4,1600.0,24.0,-3.23368348763785
Table S4,1600.0,25.0,-2.92735568011487
Table S4,1600.0,26.0,-2.6224097942963
Table S4,1600.0,27.0,-2.31882581716497
Table S4,1600.0,28.0,-2.01658399761218
Table S4,1600.0,29.0,-1.71566487330786
Table S4,1600.0,30.0,-1.41604929122369
Table S4,1600.0,31.0,-1.114186232006
Table S4,1600.0,32.0,-0.810162812196495
Table S4,1600.0,33.0,-0.507594474994327
Table S4,1600.0,34.0,-0.206455253343555
Table S4,1600.0,35.0,0.0932799902361125
Table S4,1600.0,36.0,0.391635600926974
Table S4,1600.0,37.0,0.688635166822358
Table S4,1600.0,38.0,0.984301552194024
Table S4,1600.0,39.0,1.27865692893772
Table S4,1600.0,40.0,1.57172280630965
Table S4,1600.0,41.0,1.86352005905961
Table S4,1600.0,42.0,2.15406895406008
Table S4,1600.0,43.0,2.44338917552407
Table S4,1600.0,44.0,2.73149984889859
Table S4,1600.0,45.0,3.01841956351488
Table S4,1600.0,46.0,3.30416639407123
Table S4,1600.0,47.0,3.58875792101919
Table S4,1600.0,48.0,3.87221124991926
Table S4,1600.0,49.0,4.15454302982764
Table S4,1600.0,50.0,4.43576947077183
Table S4,1600.0,51.0,4.71590636036869
Table S4,1600.0,52.0,4.99496907963524
Table S4,1600.0,53.0,5.27297261803905
Table S4,1600.0,54.0,5.54993158783213
Table S4,1600.0,55.0,5.82586023770917
Table S4,1600.0,56.0,6.10077246582843
Table S4,1600.0,57.0,6.3746818322312
Table S4,1600.0,58.0,6.64760157069313
Table S4,1600.0,59.0,6.91954460003901
Table S4,1600.0,60.0,7.19052353495031
Table S4,1600.0,61.0,7.46055069629274
Table S4,1600.0,62.0,7.72963812099022
Table S4,1600.0,63.0,7.99779757146876
Table S4,1600.0,64.0,8.26504054469346
Table S4,1600.0,65.0,8.53137828081973
Table S4,1600.0,66.0,8.79682177147873
Table S4,1600.0,67.0,9.061381767716
Table S4,1600.0,68.0,9.32506878760069
Table S4,1600.0,69.0,9.58789312352234
Table S4,1600.0,70.0,9.84986484919067
Table S4,1600.0,71.0,10.110993826353
Table S4,1600.0,72.0,10.3712897112437
Table S4,1600.0,73.0,10.6307619607781
Table S4,1600.0,74.0,10.8894198385032
Table S4,1600.0,75.0,11.1472724203182
Table S4,1600.0,76.0,11.4043285999736
Table S4,1600.0,77.0,11.6605970943607
Table S4,1600.0,78.0,11.9160864486018
Table S4,1600.0,79.0,12.1708050409484
Table S4,1600.0,80.0,12.4247610874978
Table S4,1600.0,81.0,12.6779626467366
Table S4,1600.0,82.0,12.930417623917
Table S4,1600.0,83.0,13.1821337752758
Table S4,1600.0,84.0,13.4331187121008
Table S4,1600.0,85.0,13.6833799046538
Table S4,1600.0,86.0,13.9329246859534
Table S4,1600.0,87.0,14.1817602554271
Table S4,1600.0,88.0,14.4298936824353
Table S4,1600.0,89.0,14.6773319096745
Table S4,1600.0,90.0,14.9240817564643
Table S4,1600.0,91.0,15.1701499219225
Table S4,1600.0,92.0,15.4155429880346
Table S4,1600.0,93.0,15.6602674226194
Table S4,1600.0,94.0,15.9043295821982
Table S4,1600.0,95.0,16.147735714768
Table S4,1600.0,96.0,16.3904919624864
Table S4,1600.0,97.0,16.6326043642678
Table S4,1600.0,98.0,16.8740788582978
Table S4,1600.0,99.0,17.1149212844669
Table S4,1600.0,100.0,17.3551373867276
Table S4,1700.0,0.0,-10.008093963299
Table S4,1700.0,1.0,-9.68557517068485
Table S4,1700.0,2.0,-9.36397234082485
Table S4,1700.0,3.0,-9.0434756759891
Table S4,1700.0,4.0,-8.72422158553402
Table S4,1700.0,5.0,-8.40630785460058
Table S4,1700.0,6.0,-8.08980398367706
Table S4,1700.0,7.0,-7.7747584271776
Table S4,1700.0,8.0,-7.46120377646953
Table S4,1700.0,9.0,-7.14916054270795
Table S4,1700.0,10.0,-6.83863996323129
Table S4,1700.0,11.0,-6.52964611302032
Table S4,1700.0,12.0,-6.22217751270246
Table S4,1700.0,13.0,-5.9162283660899
Table S4,1700.0,14.0,-5.61178952133202
Table S4,1700.0,15.0,-5.30884922333588
Table S4,1700.0,16.0,-5.0073937068223
Table S4,1700.0,17.0,-4.70740766651732
Table S4,1700.0,18.0,-4.40887463178709
Table S4,1700.0,19.0,-4.11177726636735
Table S4,1700.0,20.0,-3.81609760895798
Table S4,1700.0,21.0,-3.52181726683304
Table S4,1700.0,22.0,-3.22891757190476
Table S4,1700.0,23.0,-2.93737970662751
Table S4,1700.0,24.0,-2.647184805562
Table S4,1700.0,25.0,-2.35831403721488
Table S4,1700.0,26.0,-2.07074866983462
Table S4,1700.0,27.0,-1.78447012411536
Table S4,1700.0,28.0,-1.49946001518735
Table S4,1700.0,29.0,-1.21570018581955
Table S4,1700.0,30.0,-0.933172732399823
Table S4,1700.0,31.0,-0.651860024970181
Table S4,1700.0,32.0,-0.371744722363555
Table S4,1700.0,33.0,-0.0928097833017869
Table S4,1700.0,34.0,0.187880815378308
Table S4,1700.0,35.0,0.470255257702183
Table S4,1700.0,36.0,0.751325493596732
Table S4,1700.0,37.0,1.03111386275759
Table S4,1700.0,38.0,1.30964202113856
Table S4,1700.0,39.0,1.58693097033935
Table S4,1700.0,40.0,1.86300108543779
Table S4,1700.0,41.0,2.13787214135702
Table S4,1700.0,42.0,2.41156333785323
Table S4,1700.0,43.0,2.68409332320517
Table S4,1700.0,44.0,2.9554802166817
Table S4,1700.0,45.0,3.22574162985943
Table S4,1700.0,46.0,3.49489468685804
Table S4,1700.0,47.0,3.76295604355675
Table S4,1700.0,48.0,4.0299419058517
Table S4,1700.0,49.0,4.29586804700993
Table S4,1700.0,50.0,4.56074982417245
Table S4,1700.0,51.0,4.82460219405551
Table S4,1700.0,52.0,5.08743972789597
Table S4,1700.0,53.0,5.3492766256839
Table S4,1700.0,54.0,5.61012672972275
Table S4,1700.0,55.0,5.87000353755487
Table S4,1700.0,56.0,6.12892021428793
Table S4,1700.0,57.0,6.38688960435521
Table S4,1700.0,58.0,6.64392424274107
Table S4,1700.0,59.0,6.90003636570075
Table S4,1700.0,60.0,7.15523792100181
Table S4,1700.0,61.0,7.40954057771291
Table S4,1700.0,62.0,7.66295573556413
Table S4,1700.0,63.0,7.91549453390124
Table S4,1700.0,64.0,8.16716786025552
Table S4,1700.0,65.0,8.41798635854871
Table S4,1700.0,66.0,8.66796043695226
Table S4,1700.0,67.0,8.91710027541829
Table S4,1700.0,68.0,9.16541583289892
Table S4,1700.0,69.0,9.41291685426973
Table S4,1700.0,70.0,9.659612876972
Table S4,1700.0,71.0,9.90551323738761
Table S4,1700.0,72.0,10.1506270769597
Table S4,1700.0,73.0,10.3949633480716
Table S4,1700.0,74.0,10.6385308196951
Table S4,1700.0,75.0,10.8813380828202
Table S4,1700.0,76.0,11.1233935556749
Table S4,1700.0,77.0,11.3647054887473
Table S4,1700.0,78.0,11.6052819696165
Table S4,1700.0,79.0,11.8451309276035
Table S4,1700.0,80.0,12.084260138249
Table S4,1700.0,81.0,12.3226772276261
Table S4,1700.0,82.0,12.5603896764955
Table S4,1700.0,83.0,12.797404824311
Table S4,1700.0,84.0,13.0337298730802
Table S4,1700.0,85.0,13.2693718910883
Table S4,1700.0,86.0,13.5043378164907
Table S4,1700.0,87.0,13.7386344607788
Table S4,1700.0,88.0,13.9722685121267
Table S4,1700.0,89.0,14.2052465386219
Table S4,1700.0,90.0,14.4375749913854
Table S4,1700.0,91.0,14.6692602075869
Table S4,1700.0,92.0,14.9003084133577
Table S4,1700.0,93.0,15.1307257266071
Table S4,1700.0,94.0,15.3605181597452
Table S4,1700.0,95.0,15.5896916223165
Table S4,1700.0,96.0,15.8182519235476
Table S4,1700.0,97.0,16.0462047748125
Table S4,1700.0,98.0,16.2735557920188
Table S4,1700.0,99.0,16.5003104979182
Table S4,1700.0,100.0,16.7264743243433
Table S4,1800.0,0.0,-9.08756424340523
Table S4,1800.0,1.0,-8.78346410326035
Table S4,1800.0,2.0,-8.47998366208051
Table S4,1800.0,3.0,-8.17736425914221
Table S4,1800.0,4.0,-7.87577860156315
Table S4,1800.0,5.0,-7.5753510842043
Table S4,1800.0,6.0,-7.2761712611672
Table S4,1800.0,7.0,-6.97830306817526
Table S4,1800.0,8.0,-6.68179130623306
Table S4,1800.0,9.0,-6.38666630254539
Table S4,1800.0,10.0,-6.09294732484471
Table S4,1800.0,11.0,-5.80064512305791
Table S4,1800.0,12.0,-5.50976384766061
Table S4,1800.0,13.0,-5.22030251495365
Table S4,1800.0,14.0,-4.93225613790758
Table S4,1800.0,15.0,-4.6456166067831
Table S4,1800.0,16.0,-4.36037338026756
Table S4,1800.0,17.0,-4.07651403157565
Table S4,1800.0,18.0,-3.79402468246463
Table S4,1800.0,19.0,-3.51289034987775
Table S4,1800.0,20.0,-3.23309522394895
Table S4,1800.0,21.0,-2.95462289170596
Table S4,1800.0,22.0,-2.67745651754148
Table S4,1800.0,23.0,-2.40157898906813
Table S4,1800.0,24.0,-2.1269730351128
Table S4,1800.0,25.0,-1.85362132118322
Table S4,1800.0,26.0,-1.58150652664327
Table S4,1800.0,27.0,-1.31061140698179
Table S4,1800.0,28.0,-1.0409188438935
Table S4,1800.0,29.0,-0.772411885366734
Table S4,1800.0,30.0,-0.505073777557282
Table S4,1800.0,31.0,-0.238887989897504
Table S4,1800.0,32.0,0.0261617653750594
Table S4,1800.0,33.0,0.290091518297838
Table S4,1800.0,34.0,0.552917030072491
Table S4,1800.0,35.0,0.814653785103159
Table S4,1800.0,36.0,1.07778922969173
Table S4,1800.0,37.0,1.34226139844622
Table S4,1800.0,38.0,1.60553867221892
Table S4,1800.0,39.0,1.86764098907599
Table S4,1800.0,40.0,2.12858769440972
Table S4,1800.0,41.0,2.38839756556892
Table S4,1800.0,42.0,2.64708883523976
Table S4,1800.0,43.0,2.90467921364546
Table S4,1800.0,44.0,3.16118590962953
Table S4,1800.0,45.0,3.41662565068454
Table S4,1800.0,46.0,3.67101470198547
Table S4,1800.0,47.0,3.92436888448294
Table S4,1800.0,48.0,4.17670359210931
Table S4,1800.0,49.0,4.42803380814728
Table S4,1800.0,50.0,4.67837412080773
Table S4,1800.0,51.0,4.92773873806118
Table S4,1800.0,52.0,5.17614150176431
Table S4,1800.0,53.0,5.42359590112055
Table S4,1800.0,54.0,5.67011508551179
Table S4,1800.0,55.0,5.91571187673543
Table S4,1800.0,56.0,6.1603987806796
Table S4,1800.0,57.0,6.40418799846675
Table S4,1800.0,58.0,6.64709143709462
Table S4,1800.0,59.0,6.88912071960135
Table S4,1800.0,60.0,7.13028719478013
Table S4,1800.0,61.0,7.37060194646732
Table S4,1800.0,62.0,7.61007580242633
Table S4,1800.0,63.0,7.8487193428484
Table S4,1800.0,64.0,8.08654290849012
Table S4,1800.0,65.0,8.32355660846631
Table S4,1800.0,66.0,8.55977032771594
Table S4,1800.0,67.0,8.79519373415741
Table S4,1800.0,68.0,9.02983628554909
Table S4,1800.0,69.0,9.26370723606946
Table S4,1800.0,70.0,9.49681564263103
Table S4,1800.0,71.0,9.72917037094082
Table S4,1800.0,72.0,9.9607801013199
Table S4,1800.0,73.0,10.1916533342934
Table S4,1800.0,74.0,10.4217983959626
Table S4,1800.0,75.0,10.651223443168
Table S4,1800.0,76.0,10.8799364684553
Table S4,1800.0,77.0,11.1079453048516
Table S4,1800.0,78.0,11.3352576304614
Table S4,1800.0,79.0,11.5618809728914
Table S4,1800.0,80.0,11.7878227135101
Table S4,1800.0,81.0,12.0130900915515
Table S4,1800.0,82.0,12.2376902080691
Table S4,1800.0,83.0,12.461630029746
Table S4,1800.0,84.0,12.6849163925699
Table S4,1800.0,85.0,12.9075560053761
Table S4,1800.0,86.0,13.1295554532657
Table S4,1800.0,87.0,13.3509212009048
Table S4,1800.0,88.0,13.5716595957088
Table S4,1800.0,89.0,13.7917768709166
Table S4,1800.0,90.0,14.011279148561
Table S4,1800.0,91.0,14.230172442337
Table S4,1800.0,92.0,14.448462660375
Table S4,1800.0,93.0,14.6661556079203
Table S4,1800.0,94.0,14.8832569899253
Table S4,1800.0,95.0,15.0997724135551
Table S4,1800.0,96.0,15.3157073906125
Table S4,1800.0,97.0,15.5310673398842
Table S4,1800.0,98.0,15.745857589412
Table S4,1800.0,99.0,15.9600833786908
Table S4,1800.0,100.0,16.1737498607985
Table S4,1900.0,0.0,-8.26393238678886
Table S4,1900.0,1.0,-7.97658742839049
Table S4,1900.0,2.0,-7.68952770467111
Table S4,1900.0,3.0,-7.40306153435379
Table S4,1900.0,4.0,-7.11740767381139
Table S4,1900.0,5.0,-6.8327233867163
Table S4,1900.0,6.0,-6.54912243129839
Table S4,1900.0,7.0,-6.26668704735515
Table S4,1900.0,8.0,-5.98547620272628
Table S4,1900.0,9.0,-5.70553141702726
Table S4,1900.0,10.0,-5.42688096534083
Table S4,1900.0,11.0,-5.14954296908545
Table S4,1900.0,12.0,-4.87352770473219
Table S4,1900.0,13.0,-4.59883935180376
Table S4,1900.0,14.0,-4.32547733192444
Table S4,1900.0,15.0,-4.05343734507799
Table S4,1900.0,16.0,-3.78271217866751
Table S4,1900.0,17.0,-3.51329234407046
Table S4,1900.0,18.0,-3.24516658082515
Table S4,1900.0,19.0,-2.97832225828078
Table S4,1900.0,20.0,-2.71274569714066
Table S4,1900.0,21.0,-2.44842242793979
Table S4,1900.0,22.0,-2.18533739952727
Table S4,1900.0,23.0,-1.92347514766609
Table S4,1900.0,24.0,-1.66281993163664
Table S4,1900.0,25.0,-1.40335584503898
Table S4,1900.0,26.0,-1.14506690569359
Table S4,1900.0,27.0,-0.887937128539373
Table S4,1900.0,28.0,-0.631950584649291
Table S4,1900.0,29.0,-0.377091448874234
Table S4,1900.0,30.0,-0.123344038144852
Table S4,1900.0,31.0,0.12930715792018
Table S4,1900.0,32.0,0.380877452754953
Table S4,1900.0,33.0,0.631381943835565
Table S4,1900.0,34.0,0.880835498013414
Table S4,1900.0,35.0,1.1292527404471
Table S4,1900.0,36.0,1.37664804651664
Table S4,1900.0,37.0,1.62303553620893
Table S4,1900.0,38.0,1.86842907054989
Table S4,1900.0,39.0,2.11485096554865
Table S4,1900.0,40.0,2.36224999213427
Table S4,1900.0,41.0,2.60856827054058
Table S4,1900.0,42.0,2.85382314793545
Table S4,1900.0,43.0,3.09803147643756
Table S4,1900.0,44.0,3.34120963282754
Table S4,1900.0,45.0,3.58337353730484
Table S4,1900.0,46.0,3.82453867133941
Table S4,1900.0,47.0,4.06472009466522
Table S4,1900.0,48.0,4.30393246146082
Table S4,1900.0,49.0,4.54219003575991
Table S4,1900.0,50.0,4.77950670613279
Table S4,1900.0,51.0,5.01589599967768
Table S4,1900.0,52.0,5.25137109535863
Table S4,1900.0,53.0,5.485944836725
Table S4,1900.0,54.0,5.71962974404536
Table S4,1900.0,55.0,5.9524380258871
Table S4,1900.0,56.0,6.18438159017107
Table S4,1900.0,57.0,6.41547205472902
Table S4,1900.0,58.0,6.64572075739007
Table S4,1900.0,59.0,6.8751387656208
Table S4,1900.0,60.0,7.10373688574243
Table S4,1900.0,61.0,7.33152567174671
Table S4,1900.0,62.0,7.55851543373155
Table S4,1900.0,63.0,7.78471624597567
Table S4,1900.0,64.0,8.01013795467075
Table S4,1900.0,65.0,8.23479018532832
Table S4,1900.0,66.0,8.45868234987789
Table S4,1900.0,67.0,8.68182365347156
Table S4,1900.0,68.0,8.90422310100982
Table S4,1900.0,69.0,9.12588950340216
Table S4,1900.0,70.0,9.34683148357547
Table S4,1900.0,71.0,9.5670574822425
Table S4,1900.0,72.0,9.78657576344189
Table S4,1900.0,73.0,10.0053944198607
Table S4,1900.0,74.0,10.2235213779498
Table S4,1900.0,75.0,10.440964402842
Table S4,1900.0,76.0,10.6577311030813
Table S4,1900.0,77.0,10.8738289351739
Table S4,1900.0,78.0,11.0892652079664
Table S4,1900.0,79.0,11.3040470868624
Table S4,1900.0,80.0,11.5181815978815
Table S4,1900.0,81.0,11.7316756315704
Table S4,1900.0,82.0,11.9445359467712
Table S4,1900.0,83.0,12.1567691742536
Table S4,1900.0,84.0,12.3683818202175
Table S4,1900.0,85.0,12.5793802696709
Table S4,1900.0,86.0,12.7897707896887
Table S4,1900.0,87.0,12.9995595325582
Table S4,1900.0,88.0,13.2087525388147
Table S4,1900.0,89.0,13.4173557401737
Table S4,1900.0,90.0,13.6253749623621
Table S4,1900.0,91.0,13.8328159278543
Table S4,1900.0,92.0,14.039684258516
Table S4,1900.0,93.0,14.2459854781604
Table S4,1900.0,94.0,14.4517250150187
Table S4,1900.0,95.0,14.6569082041311
Table S4,1900.0,96.0,14.8615402896589
Table S4,1900.0,97.0,15.0656264271219
Table S4,1900.0,98.0,15.2691716855646
Table S4,1900.0,99.0,15.4721810496529
Table S4,1900.0,100.0,15.6746594217046
Table S4,2000.0,0.0,-7.52266371405716
Table S4,2000.0,1.0,-7.25073899939674
Table S4,2000.0,2.0,-6.97870642184648
Table S4,2000.0,3.0,-6.70696499232595
Table S4,2000.0,4.0,-6.43579349525891
Table S4,2000.0,5.0,-6.16539075179473
Table S4,2000.0,6.0,-5.89590034982285
Table S4,2000.0,7.0,-5.62742659338485
Table S4,2000.0,8.0,-5.360045194001
Table S4,2000.0,9.0,-5.0938106641621
Table S4,2000.0,10.0,-4.82876156281714
Table S4,2000.0,11.0,-4.56492429725714
Table S4,2000.0,12.0,-4.30231592887783
Table S4,2000.0,13.0,-4.04094627596957
Table S4,2000.0,14.0,-3.78081951070562
Table S4,2000.0,15.0,-3.52193538600604
Table S4,2000.0,16.0,-3.26429018752155
Table S4,2000.0,17.0,-3.00787747878359
Table S4,2000.0,18.0,-2.75268868890147
Table S4,2000.0,19.0,-2.49871357914559
Table S4,2000.0,20.0,-2.24594061549578
Table S4,2000.0,21.0,-1.99435726756418
Table S4,2000.0,22.0,-1.74395024943364
Table S4,2000.0,23.0,-1.4947057143572
Table S4,2000.0,24.0,-1.2466094125795
Table S4,2000.0,25.0,-0.999646819516229
Table S4,2000.0,26.0,-0.753803239986512
Table S4,2000.0,27.0,-0.509063893010171
Table S4,2000.0,28.0,-0.265413980766425
Table S4,2000.0,29.0,-0.0228387445973181
Table S4,2000.0,30.0,0.218676489620673
Table S4,2000.0,31.0,0.459146274855213
Table S4,2000.0,32.0,0.698585013516431
Table S4,2000.0,33.0,0.937006934024846
Table S4,2000.0,34.0,1.17442607232388
Table S4,2000.0,35.0,1.41085625749351
Table S4,2000.0,36.0,1.6463111007686
Table S4,2000.0,37.0,1.88080398738562
Table S4,2000.0,38.0,2.1143480707787
Table S4,2000.0,39.0,2.34695626872666
Table S4,2000.0,40.0,2.57864126111856
Table S4,2000.0,41.0,2.80941548905972
Table S4,2000.0,42.0,3.04089844495735
Table S4,2000.0,43.0,3.27304776393552
Table S4,2000.0,44.0,3.50421544359647
Table S4,2000.0,45.0,3.73441665986188
Table S4,2000.0,46.0,3.96366617237472
Table S4,2000.0,47.0,4.19197834039524
Table S4,2000.0,48.0,4.41936713796209
Table S4,2000.0,49.0,4.64584616835429
Table S4,2000.0,50.0,4.87142867788831
Table S4,2000.0,51.0,5.09612756908345
Table S4,2000.0,52.0,5.31995541322709
Table S4,2000.0,53.0,5.54292446237018
Table S4,2000.0,54.0,5.76504666078185
Table S4,2000.0,55.0,5.98633365589049
Table S4,2000.0,56.0,6.20679680873767
Table S4,2000.0,57.0,6.42644720396945
Table S4,2000.0,58.0,6.64529565938874
Table S4,2000.0,59.0,6.86335273509097
Table S4,2000.0,60.0,7.08062874220406
Table S4,2000.0,61.0,7.29713375125282
Table S4,2000.0,62.0,7.51287760016649
Table S4,2000.0,63.0,7.72786990194742
Table S4,2000.0,64.0,7.94212005201767
Table S4,2000.0,65.0,8.15563723525959
Table S4,2000.0,66.0,8.36843043276537
Table S4,2000.0,67.0,8.58050842830989
Table S4,2000.0,68.0,8.79187981456038
Table S4,2000.0,69.0,9.00255299903561
Table S4,2000.0,70.0,9.21253620982663
Table S4,2000.0,71.0,9.42183750109052
Table S4,2000.0,72.0,9.63046475832797
Table S4,2000.0,73.0,9.83842570345483
Table S4,2000.0,74.0,10.0457278996772
Table S4,2000.0,75.0,10.2523787561798
Table S4,2000.0,76.0,10.4583855326348
Table S4,2000.0,77.0,10.6637553435414
Table S4,2000.0,78.0,10.8684951624024
Table S4,2000.0,79.0,11.072611825745
Table S4,2000.0,80.0,11.2761120369946
Table S4,2000.0,81.0,11.4790023702055
Table S4,2000.0,82.0,11.6812892736575
Table S4,2000.0,83.0,11.8829790733226
Table S4,2000.0,84.0,12.0840779762074
Table S4,2000.0,85.0,12.2845920735784
Table S4,2000.0,86.0,12.4845273440727
Table S4,2000.0,87.0,12.6838896567009
Table S4,2000.0,88.0,12.8826847737466
Table S4,2000.0,89.0,13.0809183535651
Table S4,2000.0,90.0,13.278595953288
Table S4,2000.0,91.0,13.475723031436
Table S4,2000.0,92.0,13.6723049504441
Table S4,2000.0,93.0,13.8683469791025
Table S4,2000.0,94.0,14.0638542949175
Table S4,2000.0,95.0,14.2588319863946
Table S4,2000.0,96.0,14.4532850552475
Table S4,2000.0,97.0,14.6472184185356
Table S4,2000.0,98.0,14.8406369107331
Table S4,2000.0,99.0,15.0335452857327
Table S4,2000.0,100.0,15.2259482187854
Table S4,2100.0,0.0,-6.85199205616844
Table S4,2100.0,1.0,-6.59445271579674
Table S4,2100.0,2.0,-6.33632250531372
Table S4,2100.0,3.0,-6.07812839911064
Table S4,2100.0,4.0,-5.82022995353619
Table S4,2100.0,5.0,-5.56287991041144
Table S4,2100.0,6.0,-5.30625944460108
Table S4,2100.0,7.0,-5.05049998862222
Table S4,2100.0,8.0,-4.79569740820486
Table S4,2100.0,9.0,-4.54192156269535
Table S4,2100.0,10.0,-4.28922295137849
Table S4,2100.0,11.0,-4.03763745056947
Table S4,2100.0,12.0,-3.78718976096566
Table S4,2100.0,13.0,-3.53789596101186
Table S4,2100.0,14.0,-3.28976542682937
Table S4,2100.0,15.0,-3.04280229472899
Table S4,2100.0,16.0,-2.79700658791038
Table S4,2100.0,17.0,-2.55237509301646
Table S4,2100.0,18.0,-2.30890204794637
Table S4,2100.0,19.0,-2.06657968562011
Table S4,2100.0,20.0,-1.82539866667378
Table S4,2100.0,21.0,-1.58534842572393
Table S4,2100.0,22.0,-1.34641744981422
Table S4,2100.0,23.0,-1.1085935032501
Table S4,2100.0,24.0,-0.871863809762937
Table S4,2100.0,25.0,-0.63621520050358
Table S4,2100.0,26.0,-0.401634234519002
Table S4,2100.0,27.0,-0.168107296958476
Table S4,2100.0,28.0,0.0643793208270597
Table S4,2100.0,29.0,0.295839355967765
Table S4,2100.0,30.0,0.526286520870188
Table S4,2100.0,31.0,0.75573445997032
Table S4,2100.0,32.0,0.984196714696774
Table S4,2100.0,33.0,1.21168669522037
Table S4,2100.0,34.0,1.43821765782551
Table S4,2100.0,35.0,1.66380268694684
Table S4,2100.0,36.0,1.8884546810833
Table S4,2100.0,37.0,2.11218634193773
Table S4,2100.0,38.0,2.33501016624179
Table S4,2100.0,39.0,2.55693843981696
Table S4,2100.0,40.0,2.77798323349684
Table S4,2100.0,41.0,2.99815640059797
Table S4,2100.0,42.0,3.21746957567695
Table S4,2100.0,43.0,3.43593417435415
Table S4,2100.0,44.0,3.65486629757977
Table S4,2100.0,45.0,3.87422955207267
Table S4,2100.0,46.0,4.09268404425793
Table S4,2100.0,47.0,4.31024348292062
Table S4,2100.0,48.0,4.52692121115359
Table S4,2100.0,49.0,4.7427302198632
Table S4,2100.0,50.0,4.9576831606784
Table S4,2100.0,51.0,5.17179235828985
Table S4,2100.0,52.0,5.38506982224516
Table S4,2100.0,53.0,5.59752725822532
Table S4,2100.0,54.0,5.80917607882673
Table S4,2100.0,55.0,6.02002741387246
Table S4,2100.0,56.0,6.23009212027499
Table S4,2100.0,57.0,6.43938079147236
Table S4,2100.0,58.0,6.64790376645806
Table S4,2100.0,59.0,6.85567113842458
Table S4,2100.0,60.0,7.06269276303917
Table S4,2100.0,61.0,7.26897826636986
Table S4,2100.0,62.0,7.47453705247856
Table S4,2100.0,63.0,7.67937831069745
Table S4,2100.0,64.0,7.88351102260387
Table S4,2100.0,65.0,8.0869439687084
Table S4,2100.0,66.0,8.28968573486973
Table S4,2100.0,67.0,8.49174471844958
Table S4,2100.0,68.0,8.69312913421979
Table S4,2100.0,69.0,8.89384702003368
Table S4,2100.0,70.0,9.09390624227248
Table S4,2100.0,71.0,9.29331450107765
Table S4,2100.0,72.0,9.49207933537882
Table S4,2100.0,73.0,9.69020812772722
Table S4,2100.0,74.0,9.8877081089431
Table S4,2100.0,75.0,10.0845863625861
Table S4,2100.0,76.0,10.2808498292566
Table S4,2100.0,77.0,10.4765053107351
Table S4,2100.0,78.0,10.6715594739679
Table S4,2100.0,79.0,10.8660188549054
Table S4,2100.0,80.0,11.0598898621994
Table S4,2100.0,81.0,11.2531787807661
Table S4,2100.0,82.0,11.4458917752203
Table S4,2100.0,83.0,11.6380348931867
Table S4,2100.0,84.0,11.8296140684935
Table S4,2100.0,85.0,12.0206351242531
Table S4,2100.0,86.0,12.2111037758354
Table S4,2100.0,87.0,12.4010256337373
Table S4,2100.0,88.0,12.590406206354
Table S4,2100.0,89.0,12.7792509026545
Table S4,2100.0,90.0,12.9675650347674
Table S4,2100.0,91.0,13.1553538204786
Table S4,2100.0,92.0,13.3426223856463
Table S4,2100.0,93.0,13.529375766535
Table S4,2100.0,94.0,13.7156189120734
Table S4,2100.0,95.0,13.9013566860383
Table S4,2100.0,96.0,14.0865938691669
Table S4,2100.0,97.0,14.271335161202
Table S4,2100.0,98.0,14.4555851828717
Table S4,2100.0,99.0,14.6393484778051
Table S4,2100.0,100.0,14.8226295143892
Table S4,2200.0,0.0,-6.24229054753543
Table S4,2200.0,1.0,-5.99840287846192
Table S4,2200.0,2.0,-5.75329936523768
Table S4,2200.0,3.0,-5.50769741130083
Table S4,2200.0,4.0,-5.26206954694379
Table S4,2200.0,5.0,-5.01674061226343
Table S4,2200.0,6.0,-4.77194032617729
Table S4,2200.0,7.0,-4.52783418908206
Table S4,2200.0,8.0,-4.28454278755978
Table S4,2200.0,9.0,-4.04215442539101
Table S4,2200.0,10.0,-3.80073369462691
Table S4,2200.0,11.0,-3.56032746529028
Table S4,2200.0,12.0,-3.32096917379977
Table S4,2200.0,13.0,-3.0826819562525
Table S4,2200.0,14.0,-2.84548097743484
Table S4,2200.0,15.0,-2.60937518770553
Table S4,2200.0,16.0,-2.3743686652666
Table S4,2200.0,17.0,-2.14046165306587
Table S4,2200.0,18.0,-1.90765136756349
Table S4,2200.0,19.0,-1.67593263489659
Table S4,2200.0,20.0,-1.44529839498111
Table S4,2200.0,21.0,-1.2157401035456
Table S4,2200.0,22.0,-0.987248054561802
Table S4,2200.0,23.0,-0.759811640083395
Table S4,2200.0,24.0,-0.533419560503872
Table S4,2200.0,25.0,-0.308059995276365
Table S4,2200.0,26.0,-0.0837207419118977
Table S4,2200.0,27.0,0.139610670613299
Table S4,2200.0,28.0,0.361946889199056
Table S4,2200.0,29.0,0.583300660861371
Table S4,2200.0,30.0,0.803684770792308
Table S4,2200.0,31.0,1.0231119917633
