experiment,run_number,phase,measurement_sequence,unit_cell_volume_a3,unit_cell_volume_standard_error_a3
DAC-2,88,NaCl-B2,,25.94058,0.01485
DAC-2,88,Pt,last,53.92592,0.05570
DAC-2,89,Pt,first,53.88708,0.06005
DAC-2,89,Ta,,30.63066,0.02032
DAC-2,89,Cu,,39.12688,0.04721
DAC-2,89,Au,,58.13421,0.13731
DAC-2,89,W,,28.52190,0.03151
DAC-2,89,Mo,,27.49850,0.01396
DAC-2,89,hcp-Fe,,19.07807,0.05860
DAC-2,89,MgO,,62.39921,0.12729
DAC-2,89,NaCl-B2,,25.89422,0.02666
DAC-2,89,Pt,last,53.87355,0.05766
DAC-2,90,Pt,first,53.83747,0.05383
DAC-2,90,Ta,,30.60510,0.01807
DAC-2,90,Cu,,39.07426,0.04829
DAC-2,90,Au,,58.06005,0.16426
DAC-2,90,W,,28.49330,0.03267
DAC-2,90,Mo,,27.47056,0.01049
DAC-2,90,hcp-Fe,,19.05228,0.04564
DAC-2,90,MgO,,62.33723,0.10689
DAC-2,90,NaCl-B2,,25.83393,0.00936
DAC-2,90,Pt,last,53.82669,0.05048
DAC-2,91,Pt,first,53.79501,0.04069
DAC-2,91,Ta,,30.57725,0.01913
DAC-2,91,Cu,,39.03262,0.05049
DAC-2,91,Au,,57.99926,0.16135
DAC-2,91,W,,28.46839,0.03294
DAC-2,91,Mo,,27.44627,0.01020
DAC-2,91,hcp-Fe,,19.03413,0.06318
DAC-2,91,MgO,,62.20013,0.05207
DAC-2,91,NaCl-B2,,25.78800,0.02892
DAC-2,91,Pt,last,53.76822,0.03787
DAC-2,92,Pt,first,53.75230,0.03295
DAC-2,92,Ta,,30.54667,0.01699
DAC-2,92,Cu,,38.97917,0.05239
DAC-2,92,Au,,57.93223,0.14141
DAC-2,92,W,,28.44329,0.03479
DAC-2,92,Mo,,27.42670,0.01603
DAC-2,92,hcp-Fe,,19.02166,0.06734
DAC-2,92,MgO,,62.11321,0.17538
DAC-2,92,NaCl-B2,,25.72362,0.02687
DAC-2,92,Pt,last,53.72147,0.03616
DAC-2,93,Pt,first,53.70625,0.03323
DAC-2,93,Ta,,30.50559,0.01312
DAC-2,93,Cu,,38.93240,0.05585
DAC-2,93,Au,,57.86727,0.13950
DAC-2,93,W,,28.41763,0.03554
DAC-2,93,Mo,,27.40163,0.01445
DAC-2,93,hcp-Fe,,18.99916,0.06104
DAC-2,93,MgO,,62.04534,0.18130
DAC-2,93,NaCl-B2,,25.65893,0.02625
DAC-2,93,Pt,last,53.68129,0.03730
DAC-2,94,Pt,first,53.65831,0.02615
DAC-2,94,Ta,,30.47708,0.01426
DAC-2,94,Cu,,38.88442,0.05713
DAC-2,94,Au,,57.79829,0.16164
DAC-2,94,W,,28.39109,0.03496
DAC-2,94,Mo,,27.37552,0.01313
DAC-2,94,hcp-Fe,,18.98413,0.07733
DAC-2,94,MgO,,61.94820,0.18212
DAC-2,94,NaCl-B2,,25.60142,0.01396
DAC-2,94,Pt,last,53.64640,0.03353
DAC-2,95,Pt,first,53.60840,0.03158
DAC-2,95,Ta,,30.45183,0.01123
DAC-2,95,Cu,,38.83481,0.05492
DAC-2,95,Au,,57.73170,0.16991
DAC-2,95,W,,28.36223,0.03618
DAC-2,95,Mo,,27.35293,0.01485
DAC-2,95,hcp-Fe,,18.96744,0.07115
DAC-2,95,MgO,,61.90581,0.09512
DAC-2,95,NaCl-B2,,25.55189,0.00806
DAC-2,95,Pt,last,53.60477,0.04014
DAC-2,96,Pt,first,53.56875,0.03343
DAC-2,96,Ta,,30.42197,0.01567
DAC-2,96,Cu,,38.78689,0.05505
DAC-2,96,Au,,57.67605,0.15829
DAC-2,96,W,,28.33968,0.03661
DAC-2,96,Mo,,27.32862,0.01724
DAC-2,96,hcp-Fe,,18.94319,0.06576
DAC-2,96,MgO,,61.82476,0.06579
DAC-2,96,NaCl-B2,,25.48576,0.02511
DAC-2,96,Pt,last,53.54913,0.03689
DAC-2,97,Pt,first,53.51467,0.05196
DAC-2,97,Ta,,30.38608,0.01287
DAC-2,97,Cu,,38.73666,0.05694
DAC-2,97,Au,,57.60567,0.14256
DAC-2,97,W,,28.31254,0.03919
DAC-2,97,Mo,,27.30525,0.01904
DAC-2,97,hcp-Fe,,18.92915,0.08158
DAC-2,97,MgO,,61.70848,0.12561
DAC-2,97,NaCl-B2,,25.43236,0.02520
DAC-2,97,Pt,last,53.50267,0.05478
DAC-2,98,Pt,first,53.46642,0.05742
DAC-2,98,Ta,,30.36347,0.01442
DAC-2,98,Cu,,38.68268,0.05922
DAC-2,98,Au,,57.53918,0.16720
DAC-2,98,W,,28.29124,0.03905
DAC-2,98,Mo,,27.28418,0.01956
DAC-2,98,hcp-Fe,,18.90568,0.06713
DAC-2,98,MgO,,61.56384,0.11426
DAC-2,98,NaCl-B2,,25.37299,0.01222
DAC-2,98,Pt,last,53.42477,0.06947
DAC-2,99,Pt,first,53.41377,0.08278
DAC-2,99,Ta,,30.33776,0.01548
DAC-2,99,Cu,,38.64196,0.06187
DAC-2,99,Au,,57.47692,0.16933
DAC-2,99,W,,28.26594,0.03826
DAC-2,99,Mo,,27.25764,0.01845
DAC-2,99,hcp-Fe,,18.88763,0.08300
DAC-2,99,MgO,,61.52318,0.10955
DAC-2,99,NaCl-B2,,25.32446,0.01661
DAC-2,99,Pt,last,53.39299,0.07777
DAC-2,100,Pt,first,53.37885,0.08143
DAC-2,100,Ta,,30.30507,0.01293
DAC-2,100,Cu,,38.59077,0.06149
DAC-2,100,Au,,57.42058,0.14728
DAC-2,100,W,,28.24092,0.04131
DAC-2,100,Mo,,27.23488,0.01800
DAC-2,100,hcp-Fe,,18.86764,0.07363
DAC-2,100,MgO,,61.44676,0.04148
DAC-2,100,NaCl-B2,,25.26093,0.01730
DAC-2,100,Pt,last,53.33638,0.07540
DAC-2,101,Pt,first,53.34904,0.06722
DAC-2,101,Ta,,30.27757,0.01478
DAC-2,101,Cu,,38.54742,0.05992
DAC-2,101,Au,,57.34821,0.16030
DAC-2,101,W,,28.21761,0.04223
DAC-2,101,Mo,,27.21220,0.02083
DAC-2,101,hcp-Fe,,18.85123,0.09279
DAC-2,101,MgO,,61.38190,0.13427
DAC-2,101,NaCl-B2,,25.21053,0.03045
DAC-2,101,Pt,last,53.31713,0.06430
DAC-2,102,Pt,first,53.30639,0.05785
DAC-2,102,Ta,,30.24750,0.01485
DAC-2,102,Cu,,38.49940,0.05875
DAC-2,102,Au,,57.29440,0.14442
DAC-2,102,W,,28.19292,0.04096
DAC-2,102,Mo,,27.18528,0.01742
DAC-2,102,hcp-Fe,,18.82995,0.08285
DAC-2,102,MgO,,61.28849,0.10178
DAC-2,102,NaCl-B2,,25.15344,0.01860
DAC-2,102,Pt,last,53.26313,0.05045
DAC-2,103,Pt,first,53.26869,0.04967
DAC-2,103,Ta,,30.22387,0.01616
DAC-2,103,Cu,,38.45762,0.06174
DAC-2,103,Au,,57.22663,0.15406
DAC-2,103,W,,28.16743,0.04136
DAC-2,103,Mo,,27.16321,0.01651
DAC-2,103,hcp-Fe,,18.81218,0.09963
DAC-2,103,MgO,,61.25808,0.10862
DAC-2,103,NaCl-B2,,25.10338,0.01189
DAC-2,103,Pt,last,53.21899,0.05093
DAC-2,104,Pt,first,53.23655,0.04396
DAC-2,104,Ta,,30.19627,0.01218
DAC-2,104,Cu,,38.40826,0.06147
DAC-2,104,Au,,57.17841,0.16034
DAC-2,104,W,,28.14733,0.04280
DAC-2,104,Mo,,27.14052,0.01551
DAC-2,104,hcp-Fe,,18.79381,0.09880
DAC-2,104,MgO,,61.11338,0.03542
DAC-2,104,NaCl-B2,,25.04677,0.05935
DAC-2,104,Pt,last,53.19496,0.04163
DAC-2,105,Pt,first,53.19036,0.04764
DAC-2,105,Ta,,30.16724,0.01776
DAC-2,105,Cu,,38.36923,0.06268
DAC-2,105,Au,,57.11794,0.14651
DAC-2,105,W,,28.12542,0.04254
DAC-2,105,Mo,,27.11450,0.01846
DAC-2,105,hcp-Fe,,18.77577,0.09521
DAC-2,105,MgO,,61.13448,0.03270
DAC-2,105,NaCl-B2,,25.00809,0.00959
DAC-2,105,Pt,last,53.15479,0.04656
DAC-2,106,Pt,first,53.14777,0.04139
DAC-2,106,Ta,,30.14173,0.01325
DAC-2,106,Cu,,38.32093,0.06471
DAC-2,106,Au,,57.05506,0.14855
DAC-2,106,W,,28.10083,0.03929
DAC-2,106,Mo,,27.09857,0.01998
DAC-2,106,hcp-Fe,,18.75869,0.08138
DAC-2,106,MgO,,60.95224,0.07301
DAC-2,106,NaCl-B2,,24.95388,0.04906
DAC-2,106,Pt,last,53.11124,0.05532
DAC-2,107,Pt,first,53.09782,0.05508
DAC-2,107,Ta,,30.11351,0.01133
DAC-2,107,Cu,,38.27409,0.06502
DAC-2,107,Au,,56.99287,0.15969
DAC-2,107,W,,28.07924,0.03831
DAC-2,107,Mo,,27.07432,0.01556
DAC-2,107,hcp-Fe,,18.73649,0.07417
DAC-2,107,MgO,,60.91373,0.09902
DAC-2,107,NaCl-B2,,24.90553,0.04868
DAC-2,107,Pt,last,53.05762,0.05712
DAC-2,108,Pt,first,53.05457,0.06235
DAC-2,108,Ta,,30.08274,0.01383
DAC-2,108,Cu,,38.23000,0.06565
DAC-2,108,Au,,56.93984,0.13654
DAC-2,108,W,,28.05707,0.03880
DAC-2,108,Mo,,27.05131,0.01483
DAC-2,108,hcp-Fe,,18.71584,0.10280
DAC-2,108,MgO,,60.89612,0.10418
DAC-2,108,NaCl-B2,,24.85120,0.01386
DAC-2,108,Pt,last,53.00262,0.05735
DAC-2,109,Pt,first,53.01028,0.05581
DAC-2,109,Ta,,30.05792,0.01587
DAC-2,109,Cu,,38.18535,0.06847
DAC-2,109,Au,,56.88423,0.16088
DAC-2,109,W,,28.03533,0.03953
DAC-2,109,Mo,,27.02719,0.01598
DAC-2,109,hcp-Fe,,18.70437,0.09805
DAC-2,109,MgO,,60.77051,0.08062
DAC-2,109,NaCl-B2,,24.81542,0.02821
DAC-2,109,Pt,last,52.95073,0.07241
DAC-2,110,Pt,first,52.89734,0.06458
DAC-2,110,Ta,,29.98493,0.00692
DAC-2,110,Cu,,38.08284,0.06858
DAC-2,110,Au,,56.74604,0.15502
DAC-2,110,W,,27.97932,0.03832
DAC-2,110,Mo,,26.97334,0.01025
DAC-2,110,hcp-Fe,,18.65727,0.09207
DAC-2,110,MgO,,60.65101,0.03939
DAC-2,110,NaCl-B2,,24.70803,0.01013
DAC-2,110,Pt,last,52.85602,0.06325
DAC-2,111,Pt,first,52.84012,0.05690
DAC-2,111,Ta,,29.94132,0.00996
DAC-2,111,Cu,,38.00643,0.06834
DAC-2,111,Au,,56.63941,0.14704
DAC-2,111,W,,27.94012,0.03705
DAC-2,111,Mo,,26.92836,0.01291
DAC-2,111,hcp-Fe,,18.62846,0.10094
DAC-2,111,MgO,,60.49392,0.03562
DAC-2,111,NaCl-B2,,24.62586,0.04048
DAC-2,111,Pt,last,52.78182,0.06405
DAC-2,112,Pt,first,52.76557,0.09263
DAC-2,112,Ta,,29.88578,0.01320
DAC-2,112,Cu,,37.91328,0.06942
DAC-2,112,Au,,56.52630,0.14629
DAC-2,112,W,,27.89022,0.03758
DAC-2,112,Mo,,26.87889,0.01419
DAC-2,112,hcp-Fe,,18.59456,0.10237
DAC-2,112,MgO,,60.27286,0.12735
DAC-2,112,NaCl-B2,,24.52700,0.03292
DAC-2,112,Pt,last,52.72157,0.08865
DAC-2,113,Pt,first,52.68852,0.08290
DAC-2,113,Ta,,29.82560,0.01142
DAC-2,113,Cu,,37.83040,0.06697
DAC-2,113,Au,,56.42266,0.15189
DAC-2,113,W,,27.84200,0.03862
DAC-2,113,Mo,,26.83141,0.01662
DAC-2,113,hcp-Fe,,18.56439,0.09191
DAC-2,113,MgO,,60.21345,0.03139
DAC-2,113,NaCl-B2,,24.43615,0.02882
DAC-2,113,Pt,last,52.64773,0.07854
DAC-2,114,Pt,first,52.60511,0.07349
DAC-2,114,Ta,,29.77993,0.01447
DAC-2,114,Cu,,37.74812,0.06349
DAC-2,114,Au,,56.31050,0.14943
DAC-2,114,W,,27.80034,0.03796
DAC-2,114,Mo,,26.78261,0.01832
DAC-2,114,hcp-Fe,,18.51603,0.06038
DAC-2,114,MgO,,60.04398,0.19110
DAC-2,114,NaCl-B2,,24.35950,0.01997
DAC-2,114,Pt,last,52.54719,0.07406
DAC-2,115,Pt,first,52.51970,0.07028
DAC-2,115,Ta,,29.72343,0.01225
DAC-2,115,Cu,,37.66442,0.06294
DAC-2,115,Au,,56.20573,0.16357
DAC-2,115,W,,27.76035,0.03883
DAC-2,115,Mo,,26.73612,0.02205
DAC-2,115,hcp-Fe,,18.48320,0.06210
DAC-2,115,MgO,,59.91660,0.12522
DAC-2,115,NaCl-B2,,24.27331,0.01440
DAC-2,115,Pt,last,52.48296,0.07000
DAC-2,116,Pt,first,52.44642,0.07614
DAC-2,116,Ta,,29.66926,0.01315
DAC-2,116,Cu,,37.58395,0.05970
DAC-2,116,Au,,56.09954,0.14971
DAC-2,116,W,,27.71365,0.03650
DAC-2,116,Mo,,26.68696,0.02503
DAC-2,116,hcp-Fe,,18.44961,0.06159
DAC-2,116,MgO,,59.80290,0.24279
DAC-2,116,NaCl-B2,,24.19527,0.00627
DAC-2,116,Pt,last,52.40399,0.06811
DAC-2,117,Pt,first,52.36666,0.07084
DAC-2,117,Ta,,29.61655,0.01495
DAC-2,117,Cu,,37.50233,0.05780
DAC-2,117,Au,,55.99205,0.14681
DAC-2,117,W,,27.67465,0.03349
DAC-2,117,Mo,,26.64523,0.02740
DAC-2,117,hcp-Fe,,18.40569,0.05815
DAC-2,117,MgO,,59.66609,0.20705
DAC-2,117,NaCl-B2,,24.11963,0.04032
DAC-2,117,Pt,last,52.32401,0.07191
DAC-2,118,Pt,first,52.28984,0.08051
DAC-2,118,Ta,,29.56333,0.01562
DAC-2,118,Cu,,37.42114,0.06131
DAC-2,118,Au,,55.89139,0.14753
DAC-2,118,W,,27.63264,0.03359
DAC-2,118,Mo,,26.59661,0.02842
DAC-2,118,hcp-Fe,,18.37293,0.04656
DAC-2,118,MgO,,59.50858,0.04495
DAC-2,118,NaCl-B2,,24.04129,0.00932
DAC-2,118,Pt,last,52.24314,0.07626
DAC-2,119,Pt,first,52.21507,0.08021
DAC-2,119,Ta,,29.50916,0.01234
DAC-2,119,Cu,,37.33900,0.06095
DAC-2,119,Au,,55.78889,0.13497
DAC-2,119,W,,27.58779,0.03116
DAC-2,119,Mo,,26.55272,0.03640
DAC-2,119,hcp-Fe,,18.34325,0.03884
DAC-2,119,MgO,,59.45216,0.05531
DAC-2,119,NaCl-B2,,23.96170,0.01651
DAC-2,119,Pt,last,52.16974,0.07193
DAC-2,120,Pt,first,52.14546,0.07603
DAC-2,120,Ta,,29.46168,0.01432
DAC-2,120,Cu,,37.27096,0.06114
DAC-2,120,Au,,55.70486,0.12577
DAC-2,120,W,,27.54645,0.02957
DAC-2,120,Mo,,26.51078,0.02760
DAC-2,120,hcp-Fe,,18.30321,0.04017
DAC-2,120,MgO,,59.28431,0.04518
DAC-2,120,NaCl-B2,,23.88587,0.02714
DAC-2,120,Pt,last,52.09865,0.07314
DAC-2,121,Pt,first,52.07955,0.08077
DAC-2,121,Ta,,29.41293,0.02235
DAC-2,121,Cu,,37.19341,0.06588
DAC-2,121,Au,,55.60108,0.13481
DAC-2,121,W,,27.50357,0.03198
DAC-2,121,Mo,,26.46634,0.03283
DAC-2,121,hcp-Fe,,18.27709,0.04683
DAC-2,121,MgO,,59.15357,0.04709
DAC-2,121,NaCl-B2,,23.80997,0.04421
DAC-2,121,Pt,last,52.02836,0.07974
DAC-2,122,Pt,first,52.01071,0.07432
DAC-2,122,Ta,,29.36072,0.01970
DAC-2,122,Cu,,37.11886,0.06907
DAC-2,122,Au,,55.51015,0.13388
DAC-2,122,W,,27.46380,0.03154
DAC-2,122,Mo,,26.41617,0.03521
DAC-2,122,hcp-Fe,,18.23638,0.04045
DAC-2,122,MgO,,59.06215,0.03564
DAC-2,122,NaCl-B2,,23.73007,0.02008
DAC-2,122,Pt,last,51.97045,0.07215
DAC-2,123,Pt,first,51.94357,0.07142
DAC-2,123,Ta,,29.31253,0.02075
DAC-2,123,Cu,,37.04834,0.07045
DAC-2,123,Au,,55.41431,0.13849
DAC-2,123,W,,27.42357,0.03212
DAC-2,123,Mo,,26.37137,0.03684
DAC-2,123,hcp-Fe,,18.21000,0.03327
DAC-2,123,MgO,,58.89904,0.12193
DAC-2,123,NaCl-B2,,23.65913,0.04290
DAC-2,123,Pt,last,51.88686,0.07000
DAC-2,124,Pt,first,51.86816,0.07019
DAC-2,124,Ta,,29.26246,0.02346
DAC-2,124,Cu,,36.97522,0.07570
DAC-2,124,Au,,55.31826,0.12154
DAC-2,124,W,,27.38275,0.03258
DAC-2,124,Mo,,26.33489,0.03819
DAC-2,124,hcp-Fe,,18.17741,0.03458
DAC-2,124,MgO,,58.79161,0.08167
DAC-2,124,NaCl-B2,,23.60050,0.01172
DAC-2,124,Pt,last,51.82143,0.06712
DAC-2,125,Pt,first,51.79949,0.06219
DAC-2,125,Ta,,29.21316,0.02066
DAC-2,125,Cu,,36.90585,0.07345
DAC-2,125,Au,,55.23242,0.13514
DAC-2,125,W,,27.34531,0.03258
DAC-2,125,Mo,,26.29159,0.03227
DAC-2,125,hcp-Fe,,18.14537,0.03574
DAC-2,125,MgO,,58.66328,0.19941
DAC-2,125,NaCl-B2,,23.53208,0.04940
DAC-2,125,Pt,last,51.75434,0.05325
DAC-2,126,Pt,first,51.70948,0.05327
DAC-2,126,Ta,,29.16389,0.02046
DAC-2,126,Cu,,36.83879,0.07253
DAC-2,126,Au,,55.14116,0.13849
DAC-2,126,W,,27.30488,0.03313
DAC-2,126,Mo,,26.24174,0.03492
DAC-2,126,hcp-Fe,,18.11688,0.04125
DAC-2,126,MgO,,58.54243,0.07133
DAC-2,126,NaCl-B2,,23.45989,0.01377
DAC-2,126,Pt,last,51.67114,0.05319
DAC-2,127,Pt,first,51.63486,0.05858
DAC-2,127,Ta,,29.11801,0.02129
DAC-2,127,Cu,,36.77268,0.07261
DAC-2,127,Au,,55.05057,0.13655
DAC-2,127,W,,27.26991,0.03314
DAC-2,127,Mo,,26.20304,0.03279
DAC-2,127,hcp-Fe,,18.08923,0.03098
DAC-2,127,MgO,,58.48138,0.03522
DAC-2,127,NaCl-B2,,23.41256,0.03216
DAC-2,127,Pt,last,51.60412,0.05619
DAC-2,128,Pt,first,51.55965,0.05811
DAC-2,128,Ta,,29.07201,0.02215
DAC-2,128,Cu,,36.70365,0.07075
DAC-2,128,Au,,54.96467,0.14520
DAC-2,128,W,,27.23049,0.03573
DAC-2,128,Mo,,26.16258,0.02828
DAC-2,128,hcp-Fe,,18.05456,0.03141
DAC-2,128,MgO,,58.31411,0.18927
DAC-2,128,NaCl-B2,,23.34242,0.00898
DAC-2,128,Pt,last,51.52208,0.05779
DAC-2,129,Pt,first,51.48563,0.06353
DAC-2,129,Ta,,29.02178,0.02014
DAC-2,129,Cu,,36.64855,0.07275
DAC-2,129,Au,,54.87522,0.15376
DAC-2,129,W,,27.19503,0.03438
DAC-2,129,Mo,,26.12539,0.02333
DAC-2,129,hcp-Fe,,18.03288,0.03840
DAC-2,129,MgO,,58.28729,0.03947
DAC-2,129,NaCl-B2,,23.27608,0.00667
DAC-2,129,Pt,last,51.45262,0.05958
DAC-2,130,Pt,first,51.42661,0.06285
DAC-2,130,Ta,,28.97918,0.02519
DAC-2,130,Cu,,36.58552,0.07524
DAC-2,130,Au,,54.78778,0.14836
DAC-2,130,W,,27.16320,0.03690
DAC-2,130,Mo,,26.08682,0.02581
DAC-2,130,hcp-Fe,,17.99845,0.05025
DAC-2,130,MgO,,58.11663,0.10384
DAC-2,130,NaCl-B2,,23.21595,0.00843
DAC-2,130,Pt,last,51.39683,0.05675
DAC-2,131,Pt,first,51.36279,0.06032
DAC-2,131,Ta,,28.93393,0.02161
DAC-2,131,Cu,,36.52030,0.07181
DAC-2,131,Au,,54.70666,0.15009
DAC-2,131,W,,27.12507,0.03807
DAC-2,131,Mo,,26.05194,0.02716
DAC-2,131,hcp-Fe,,17.96936,0.03909
DAC-2,131,MgO,,58.04221,0.10059
DAC-2,131,NaCl-B2,,23.15731,0.01571
DAC-2,131,Pt,last,51.33354,0.06186
DAC-2,132,Pt,first,51.29573,0.06819
DAC-2,132,Ta,,28.88556,0.02345
DAC-2,132,Cu,,36.45757,0.07121
DAC-2,132,Au,,54.62603,0.14263
DAC-2,132,W,,27.09026,0.03861
DAC-2,132,Mo,,26.01221,0.03425
DAC-2,132,hcp-Fe,,17.94793,0.04676
DAC-2,132,MgO,,57.93569,0.03299
DAC-2,132,NaCl-B2,,23.09424,0.00386
DAC-2,132,Pt,last,51.26843,0.06714
DAC-2,133,Pt,first,51.23977,0.07063
DAC-2,133,Ta,,28.85051,0.02310
DAC-2,133,Cu,,36.39346,0.06990
DAC-2,133,Au,,54.55271,0.16180
DAC-2,133,W,,27.05195,0.03820
DAC-2,133,Mo,,25.97727,0.03085
DAC-2,133,hcp-Fe,,17.91821,0.04624
DAC-2,133,MgO,,57.89720,0.03728
DAC-2,133,NaCl-B2,,23.04536,0.00866
DAC-2,133,Pt,last,51.21096,0.07045
DAC-2,134,Pt,first,51.18400,0.07158
DAC-2,134,Ta,,28.80633,0.02073
DAC-2,134,Cu,,36.34164,0.06990
DAC-2,134,Au,,54.47478,0.16170
DAC-2,134,W,,27.01644,0.03766
DAC-2,134,Mo,,25.93718,0.02524
DAC-2,134,hcp-Fe,,17.89796,0.05691
DAC-2,134,MgO,,57.68290,0.10803
DAC-2,134,NaCl-B2,,22.98676,0.01047
DAC-2,134,Pt,last,51.16753,0.06988
DAC-2,135,Pt,first,51.12202,0.07466
DAC-2,135,Ta,,28.76491,0.02327
DAC-2,135,Cu,,36.28041,0.06750
DAC-2,135,Au,,54.40157,0.16255
DAC-2,135,W,,26.98533,0.03919
DAC-2,135,Mo,,25.90571,0.02762
DAC-2,135,hcp-Fe,,17.86747,0.06212
DAC-2,135,MgO,,57.61128,0.04806
DAC-2,135,NaCl-B2,,22.91829,0.01074
DAC-2,135,Pt,last,51.09586,0.07344
DAC-2,136,Pt,first,51.06633,0.07992
DAC-2,136,Ta,,28.72476,0.02431
DAC-2,136,Cu,,36.22759,0.07296
DAC-2,136,Au,,54.32562,0.17131
DAC-2,136,W,,26.94942,0.03954
DAC-2,136,Mo,,25.86337,0.03002
DAC-2,136,hcp-Fe,,17.84090,0.05079
DAC-2,136,MgO,,57.52885,0.14600
DAC-2,136,NaCl-B2,,22.86851,0.03912
DAC-2,136,Pt,last,51.04165,0.07779
DAC-2,137,Pt,first,51.00834,0.07863
DAC-2,137,Ta,,28.68541,0.02576
DAC-2,137,Cu,,36.16971,0.07174
DAC-2,137,Au,,54.25602,0.15567
DAC-2,137,W,,26.91561,0.04070
DAC-2,137,Mo,,25.83591,0.03070
DAC-2,137,hcp-Fe,,17.81423,0.04651
DAC-2,137,MgO,,57.42329,0.27031
DAC-2,137,NaCl-B2,,22.82665,0.00367
DAC-2,137,Pt,last,50.98047,0.07970
DAC-2,138,Pt,first,50.95491,0.07943
DAC-2,138,Ta,,28.64796,0.02866
DAC-2,138,Cu,,36.11402,0.06851
DAC-2,138,Au,,54.18414,0.16486
DAC-2,138,W,,26.88551,0.04014
DAC-2,138,Mo,,25.80363,0.03053
DAC-2,138,hcp-Fe,,17.79266,0.06489
DAC-2,138,MgO,,57.32080,0.15415
DAC-2,138,NaCl-B2,,22.75590,0.01467
DAC-2,138,Pt,last,50.91564,0.08213
DAC-2,139,Pt,first,50.90622,0.07193
DAC-2,139,Ta,,28.60180,0.01949
DAC-2,139,Cu,,36.06424,0.06401
DAC-2,139,Au,,54.11793,0.14607
DAC-2,139,W,,26.85589,0.03848
DAC-2,139,Mo,,25.76999,0.03042
DAC-2,139,hcp-Fe,,17.76350,0.05214
DAC-2,139,MgO,,57.27914,0.27203
DAC-2,139,NaCl-B2,,22.69724,0.00821
DAC-2,139,Pt,last,50.87278,0.06818
DAC-2,140,Pt,first,50.85073,0.07156
DAC-2,140,Ta,,28.56490,0.02027
DAC-2,140,Cu,,36.01112,0.06399
DAC-2,140,Au,,54.04643,0.15438
DAC-2,140,W,,26.82298,0.03852
DAC-2,140,Mo,,25.73654,0.03037
DAC-2,140,hcp-Fe,,17.74359,0.04812
DAC-2,140,MgO,,57.18484,0.19599
DAC-2,140,NaCl-B2,,22.64470,0.02871
DAC-2,140,Pt,last,50.80870,0.07281
DAC-2,141,Pt,first,50.79492,0.06607
DAC-2,141,Ta,,28.53168,0.02215
DAC-2,141,Cu,,35.96077,0.06375
DAC-2,141,Au,,53.97071,0.16363
DAC-2,141,W,,26.79224,0.03939
DAC-2,141,Mo,,25.70624,0.02852
DAC-2,141,hcp-Fe,,17.72111,0.05705
DAC-2,141,MgO,,57.06305,0.29608
DAC-2,141,NaCl-B2,,22.60344,0.00587
DAC-2,141,Pt,last,50.76026,0.06590
DAC-2,142,Pt,first,50.73019,0.06304
DAC-2,142,Ta,,28.49207,0.02105
DAC-2,142,Cu,,35.91109,0.06320
DAC-2,142,Au,,53.90361,0.17403
DAC-2,142,W,,26.76128,0.03772
DAC-2,142,Mo,,25.67163,0.03208
DAC-2,142,hcp-Fe,,17.70316,0.06347
DAC-2,142,MgO,,56.98456,0.31813
DAC-2,142,NaCl-B2,,22.55167,0.00568
DAC-2,142,Pt,last,50.69619,0.06585
DAC-2,143,Pt,first,50.67671,0.06912
DAC-2,143,Ta,,28.45451,0.02529
DAC-2,143,Cu,,35.86512,0.06249
DAC-2,143,Au,,53.84107,0.16317
DAC-2,143,W,,26.73059,0.03987
DAC-2,143,Mo,,25.64197,0.03061
DAC-2,143,hcp-Fe,,17.67732,0.06999
DAC-2,143,MgO,,56.93055,0.17366
DAC-2,143,NaCl-B2,,22.49845,0.00748
DAC-2,143,Pt,last,50.63737,0.06746
DAC-2,144,Pt,first,50.62700,0.06726
DAC-2,144,Ta,,28.42068,0.02468
DAC-2,144,Cu,,35.81337,0.06392
DAC-2,144,Au,,53.77468,0.15781
DAC-2,144,W,,26.70172,0.03944
DAC-2,144,Mo,,25.60574,0.03150
DAC-2,144,hcp-Fe,,17.64798,0.04796
DAC-2,144,MgO,,56.83992,0.37015
DAC-2,144,NaCl-B2,,22.44509,0.01413
DAC-2,144,Pt,last,50.59300,0.06253
DAC-2,145,Pt,first,50.57468,0.06532
DAC-2,145,Ta,,28.38536,0.01749
DAC-2,145,Cu,,35.77183,0.06526
DAC-2,145,Au,,53.71771,0.15252
DAC-2,145,W,,26.67333,0.03990
DAC-2,145,Mo,,25.57604,0.03254
DAC-2,145,hcp-Fe,,17.62595,0.05141
DAC-2,145,MgO,,56.72429,0.25926
DAC-2,145,NaCl-B2,,22.40353,0.00674
DAC-2,145,Pt,last,50.54582,0.06789
DAC-2,146,Pt,first,50.52189,0.06995
DAC-2,146,Ta,,28.34975,0.02055
DAC-2,146,Cu,,35.72111,0.06351
DAC-2,146,Au,,53.64415,0.15200
DAC-2,146,W,,26.64208,0.04227
DAC-2,146,Mo,,25.54421,0.02512
DAC-2,146,hcp-Fe,,17.60342,0.06476
DAC-2,146,MgO,,56.56740,0.25857
DAC-2,146,NaCl-B2,,22.34657,0.03822
DAC-2,146,Pt,last,50.47932,0.06373
DAC-2,147,Pt,first,50.46838,0.06748
DAC-2,147,Ta,,28.31273,0.02229
DAC-2,147,Cu,,35.68187,0.06740
DAC-2,147,Au,,53.58326,0.15391
DAC-2,147,W,,26.61120,0.04269
DAC-2,147,Mo,,25.51784,0.02883
